epoch,train_loss_mse,val_loss_mse,epoch_time_sec
1,0.350896,0.205612,18.0533
2,0.197965,0.207666,19.4702
3,0.187588,0.191424,18.4048
4,0.183211,0.189247,18.4528
5,0.179423,0.197684,18.3367
6,0.176961,0.194451,17.7852
7,0.174138,0.18474,17.8731
8,0.171478,0.192617,17.7527
9,0.170429,0.186292,18.3403
10,0.168785,0.187954,18.3393
11,0.166983,0.180714,18.3001
12,0.167431,0.192912,18.2713
13,0.167098,0.189442,17.8983
14,0.166648,0.189751,17.8579
15,0.165453,0.195313,18.0396
16,0.163925,0.18608,18.3498
17,0.164843,0.187481,18.607
18,0.164771,0.189652,18.2652
19,0.163385,0.186173,17.8382
20,0.162843,0.195925,18.01
21,0.162813,0.190994,18.0018
22,0.162724,0.188318,18.1972
23,0.16286,0.195919,18.4478
24,0.162299,0.192793,18.1943
25,0.162838,0.188307,18.1508
26,0.161855,0.182463,18.027
27,0.162145,0.191134,17.7545
28,0.161753,0.192418,17.8098
29,0.161261,0.191262,18.2866
30,0.161242,0.184773,18.2088
31,0.16139,0.19427,18.343
32,0.161323,0.204645,18.057
33,0.161652,0.195693,18.05
34,0.161487,0.191036,18.0781
35,0.161122,0.196902,17.9649
36,0.161746,0.191231,18.3817
37,0.161437,0.193576,18.332
38,0.161125,0.194626,18.3191
39,0.162217,0.194565,17.9433
40,0.160737,0.205576,17.8843
